rodamina_526nm		rodamina_450nm		rodamina_480nm		rodamina_510nm		rodamina_530nm		rodamina_520nm		rodamina_510nm		rodamina_460nm	
		605	18.38882256	635.0700073	18.08856964									615.0700073	17.89322472
		606.0200195	17.7307415	635.9400024	17.24558067									615.9400024	17.61913681
		607.0499878	17.18003082	636.9500122	16.56857681									616.9500122	16.76064682
		607.9400024	16.23683357	637.9699707	15.8772316									617.9699707	15.85543728
		608.9699707	15.65426445	638.9799805	15.28978825									618.9799805	15.05812645
		610	14.99082184	640	14.31834126									620	14.37042522
		611.0100098	14.59140587	641.0100098	13.76813698									621.0200195	13.82428265
		612.0200195	14.07547283	642.0200195	13.18851852									622.0499878	13.07137775
		613.039978	13.41056728	643.039978	12.63268948									622.9400024	12.44442081
		614.0499878	12.93148041	644.0499878	12.14101505									623.9699707	12.11602688
		615.0700073	11.93864346	645.0700073	11.56785774									625	11.63579464
		615.9400024	11.7023859	645.9400024	11.19102383									626.0200195	10.98273373
		616.9500122	11.16729164	646.9500122	10.64990997									627.0499878	10.77392673
		617.9699707	10.70747089	647.9699707	10.01199055									627.9400024	10.45937157
		618.9799805	10.43193054	648.9799805	9.734295845									628.9699707	9.702321053
		620	9.864841461	650	9.330885887									630	9.221089363
		621.0200195	9.197556496											631.0100098	8.883546829
		622.0499878	9.054677963											632.0200195	8.467624664
		622.9400024	8.870182991											633.039978	7.879655838
		623.9699707	8.004435539											634.0499878	7.437973499
		625	8.139169693											635.0700073	7.262068272
		626.0200195	7.473507881											635.9400024	6.97929287
		627.0499878	7.151741028											636.9500122	6.761222363
		627.9400024	6.828665733											637.9699707	6.567802429
		628.9699707	6.493276119											638.9799805	6.191790581
		630	6.544182301											640	5.821405888
		631.0100098	6.119561195											641.0100098	5.642384529
		632.0200195	5.557109356											642.0200195	5.345780849
		633.039978	5.311795235											643.039978	5.022614956
		634.0499878	5.387638569											644.0499878	4.849066257
		635.0700073	4.990973949											645.0700073	4.635470867
		635.9400024	4.81749773											645.9400024	4.288119793
		636.9500122	4.527673244											646.9500122	4.324012756
		637.9699707	4.496608257											647.9699707	4.128950119
		638.9799805	4.283708096											648.9799805	3.873230219
		640	4.001931667											650	3.783969641
		641.0100098	3.728353024												
		642.0200195	3.524348497												
		643.039978	3.245465517												
		644.0499878	3.404738188												
		645.0700073	3.195317984												
		645.9400024	3.025560856												
		646.9500122	2.751322746												
		647.9699707	2.712232113												
		648.9799805	2.656321049												
		650	2.40493536												
															
rodamina_emissione															
rodamina_emissione															
Collection Time: 10/21/2004 3:01:06 AM															
Operator Name  :															
Scan Software Version: 1.2(147)															
Parameter List :															
Instrument                        Cary Eclipse															
Instrument Serial Number          EL00063371															
Data mode                         Fluorescence															
Scan mode                         Emission															
X Mode                            Wavelength (nm)															
Start (nm)                        535.00															
Stop (nm)                         650.00															
Ex. Wavelength (nm)               526.00															
Ex. Slit (nm)                     5															
Em. Slit (nm)                     5															
Scan rate (nm/min)                600.00															
Data interval (nm)                1.0000															
Averaging Time (s)                0.1000															
Excitation filter                 Auto															
Emission filter                   Open															
PMT voltage (V)                   480															
Corrected spectra                 OFF															
Multicell holder                  Multicell															
Multi zero                       OFF															
Method Log     :															
Method Name    : Default															
Date/Time stamp: 10/20/2004 8:22:18 PM															
Method Modifications:															
User Delta Stop Changed: 10/20/2004 8:44:16 PM	 Old: 450.00														
User Delta Increment Changed: 10/20/2004 8:44:16 PM	 Old:  10.00														
Excitation Wavelength Changed: 10/20/2004 8:44:16 PM	 Old: 350.00														
Emission Wavelength Changed: 10/20/2004 8:44:16 PM	 Old: 400.00														
Stop Wavelength Changed: 10/20/2004 8:44:16 PM	 Old: 600.00														
Overlayed Graphs Changed: 10/20/2004 8:49:53 PM	 Old:OFF														
PMT Volts Changed: 10/20/2004 8:49:53 PM	 Old:600														
Cell Changer Changed: 10/20/2004 8:49:53 PM	 Old:OFF														
Cell2 Changed: 10/20/2004 8:49:53 PM	 Old:OFF														
Monitoring device: Changed: 10/20/2004 8:49:53 PM	 Old:PCB 150														
Emission PMT (V): Changed: 10/20/2004 8:49:53 PM	 Old: 600														
Sample2 Changed: 10/20/2004 8:50:19 PM	 Old:Sample2														
PMT Volts Changed: 10/20/2004 8:51:02 PM	 Old:500														
Emission PMT (V): Changed: 10/20/2004 8:51:02 PM	 Old: 500														
PMT Volts Changed: 10/20/2004 8:52:03 PM	 Old:400														
Emission PMT (V): Changed: 10/20/2004 8:52:03 PM	 Old: 400														
PMT Volts Changed: 10/20/2004 8:52:40 PM	 Old:430														
Emission PMT (V): Changed: 10/20/2004 8:52:40 PM	 Old: 430														
PMT Volts Changed: 10/20/2004 8:53:15 PM	 Old:450														
Emission PMT (V): Changed: 10/20/2004 8:53:15 PM	 Old: 450														
PMT Volts Changed: 10/21/2004 2:59:59 AM	 Old:470														
Emission PMT (V): Changed: 10/21/2004 2:59:59 AM	 Old: 470														
Sample2 Changed: 10/21/2004 3:00:24 AM	 Old:rodamina														
PMT Volts Changed: 10/21/2004 3:00:54 AM	 Old:500														
Emission PMT (V): Changed: 10/21/2004 3:00:54 AM	 Old: 500														
End Method Modifications															
															
rodamina_eccitazione															
rodamina_eccitazione															
Collection Time: 10/21/2004 3:02:32 AM															
Operator Name  :															
Scan Software Version: 1.2(147)															
Parameter List :															
Instrument                        Cary Eclipse															
Instrument Serial Number          EL00063371															
Data mode                         Fluorescence															
Scan mode                         Excitation															
X Mode                            Wavelength (nm)															
Start (nm)                        400.00															
Stop (nm)                         550.00															
Em. Wavelength (nm)               555.00															
Ex. Slit (nm)                     5															
Em. Slit (nm)                     5															
Scan rate (nm/min)                600.00															
Data interval (nm)                1.0000															
Averaging Time (s)                0.1000															
Excitation filter                 Auto															
Emission filter                   Open															
PMT voltage (V)                   480															
Corrected spectra                 OFF															
Multicell holder                  Multicell															
Multi zero                       OFF															
Method Log     :															
Method Name    : Default															
Date/Time stamp: 10/20/2004 8:22:18 PM															
Method Modifications:															
User Delta Stop Changed: 10/20/2004 8:44:16 PM	 Old: 450.00														
User Delta Increment Changed: 10/20/2004 8:44:16 PM	 Old:  10.00														
Excitation Wavelength Changed: 10/20/2004 8:44:16 PM	 Old: 350.00														
Emission Wavelength Changed: 10/20/2004 8:44:16 PM	 Old: 400.00														
Stop Wavelength Changed: 10/20/2004 8:44:16 PM	 Old: 600.00														
Overlayed Graphs Changed: 10/20/2004 8:49:53 PM	 Old:OFF														
PMT Volts Changed: 10/20/2004 8:49:53 PM	 Old:600														
Cell Changer Changed: 10/20/2004 8:49:53 PM	 Old:OFF														
Cell2 Changed: 10/20/2004 8:49:53 PM	 Old:OFF														
Monitoring device: Changed: 10/20/2004 8:49:53 PM	 Old:PCB 150														
Emission PMT (V): Changed: 10/20/2004 8:49:53 PM	 Old: 600														
Sample2 Changed: 10/20/2004 8:50:19 PM	 Old:Sample2														
PMT Volts Changed: 10/20/2004 8:51:02 PM	 Old:500														
Emission PMT (V): Changed: 10/20/2004 8:51:02 PM	 Old: 500														
PMT Volts Changed: 10/20/2004 8:52:03 PM	 Old:400														
Emission PMT (V): Changed: 10/20/2004 8:52:03 PM	 Old: 400														
PMT Volts Changed: 10/20/2004 8:52:40 PM	 Old:430														
Emission PMT (V): Changed: 10/20/2004 8:52:40 PM	 Old: 430														
PMT Volts Changed: 10/20/2004 8:53:15 PM	 Old:450														
Emission PMT (V): Changed: 10/20/2004 8:53:15 PM	 Old: 450														
PMT Volts Changed: 10/21/2004 2:59:59 AM	 Old:470														
Emission PMT (V): Changed: 10/21/2004 2:59:59 AM	 Old: 470														
Sample2 Changed: 10/21/2004 3:00:24 AM	 Old:rodamina														
PMT Volts Changed: 10/21/2004 3:00:54 AM	 Old:500														
Emission PMT (V): Changed: 10/21/2004 3:00:54 AM	 Old: 500														
Scan mode: Changed: 10/21/2004 3:02:10 AM	 Old:Emission														
User Delta Stop Changed: 10/21/2004 3:02:10 AM	 Old: 526.00														
Excitation Wavelength Changed: 10/21/2004 3:02:10 AM	 Old: 526.00														
Emission Wavelength Changed: 10/21/2004 3:02:10 AM	 Old: 535.00														
Stop Wavelength Changed: 10/21/2004 3:02:10 AM	 Old: 650.00														
Sample2 Changed: 10/21/2004 3:02:32 AM	 Old:rodamina_emissione														
End Method Modifications															
															
rodamina_450nm															
rodamina_450nm															
Collection Time: 10/21/2004 3:06:18 AM															
Operator Name  :															
Scan Software Version: 1.2(147)															
Parameter List :															
Instrument                        Cary Eclipse															
Instrument Serial Number          EL00063371															
Data mode                         Fluorescence															
Scan mode                         Emission															
X Mode                            Wavelength (nm)															
Start (nm)                        460.00															
Stop (nm)                         650.00															
Ex. Wavelength (nm)               450.00															
Ex. Slit (nm)                     5															
Em. Slit (nm)                     5															
Scan rate (nm/min)                600.00															
Data interval (nm)                1.0000															
Averaging Time (s)                0.1000															
Excitation filter                 Auto															
Emission filter                   Open															
PMT voltage (V)                   480															
Corrected spectra                 OFF															
Multicell holder                  Multicell															
Multi zero                       OFF															
Method Log     :															
Method Name    : Default															
Date/Time stamp: 10/20/2004 8:22:18 PM															
Method Modifications:															
User Delta Stop Changed: 10/20/2004 8:44:16 PM	 Old: 450.00														
User Delta Increment Changed: 10/20/2004 8:44:16 PM	 Old:  10.00														
Excitation Wavelength Changed: 10/20/2004 8:44:16 PM	 Old: 350.00														
Emission Wavelength Changed: 10/20/2004 8:44:16 PM	 Old: 400.00														
Stop Wavelength Changed: 10/20/2004 8:44:16 PM	 Old: 600.00														
Overlayed Graphs Changed: 10/20/2004 8:49:53 PM	 Old:OFF														
PMT Volts Changed: 10/20/2004 8:49:53 PM	 Old:600														
Cell Changer Changed: 10/20/2004 8:49:53 PM	 Old:OFF														
Cell2 Changed: 10/20/2004 8:49:53 PM	 Old:OFF														
Monitoring device: Changed: 10/20/2004 8:49:53 PM	 Old:PCB 150														
Emission PMT (V): Changed: 10/20/2004 8:49:53 PM	 Old: 600														
Sample2 Changed: 10/20/2004 8:50:19 PM	 Old:Sample2														
PMT Volts Changed: 10/20/2004 8:51:02 PM	 Old:500														
Emission PMT (V): Changed: 10/20/2004 8:51:02 PM	 Old: 500														
PMT Volts Changed: 10/20/2004 8:52:03 PM	 Old:400														
Emission PMT (V): Changed: 10/20/2004 8:52:03 PM	 Old: 400														
PMT Volts Changed: 10/20/2004 8:52:40 PM	 Old:430														
Emission PMT (V): Changed: 10/20/2004 8:52:40 PM	 Old: 430														
PMT Volts Changed: 10/20/2004 8:53:15 PM	 Old:450														
Emission PMT (V): Changed: 10/20/2004 8:53:15 PM	 Old: 450														
PMT Volts Changed: 10/21/2004 2:59:59 AM	 Old:470														
Emission PMT (V): Changed: 10/21/2004 2:59:59 AM	 Old: 470														
Sample2 Changed: 10/21/2004 3:00:24 AM	 Old:rodamina														
PMT Volts Changed: 10/21/2004 3:00:54 AM	 Old:500														
Emission PMT (V): Changed: 10/21/2004 3:00:54 AM	 Old: 500														
Scan mode: Changed: 10/21/2004 3:02:10 AM	 Old:Emission														
User Delta Stop Changed: 10/21/2004 3:02:10 AM	 Old: 526.00														
Excitation Wavelength Changed: 10/21/2004 3:02:10 AM	 Old: 526.00														
Emission Wavelength Changed: 10/21/2004 3:02:10 AM	 Old: 535.00														
Stop Wavelength Changed: 10/21/2004 3:02:10 AM	 Old: 650.00														
Sample2 Changed: 10/21/2004 3:02:32 AM	 Old:rodamina_emissione														
Scan mode: Changed: 10/21/2004 3:05:50 AM	 Old:Excitation														
Excitation Wavelength Changed: 10/21/2004 3:05:50 AM	 Old: 400.00														
Emission Wavelength Changed: 10/21/2004 3:05:50 AM	 Old: 555.00														
Stop Wavelength Changed: 10/21/2004 3:05:50 AM	 Old: 550.00														
Sample2 Changed: 10/21/2004 3:06:18 AM	 Old:rodamina_eccitazione														
End Method Modifications															
															
rodamina_480nm															
rodamina_480nm															
Collection Time: 10/21/2004 3:07:43 AM															
Operator Name  :															
Scan Software Version: 1.2(147)															
Parameter List :															
Instrument                        Cary Eclipse															
Instrument Serial Number          EL00063371															
Data mode                         Fluorescence															
Scan mode                         Emission															
X Mode                            Wavelength (nm)															
Start (nm)                        490.00															
Stop (nm)                         650.00															
Ex. Wavelength (nm)               480.00															
Ex. Slit (nm)                     5															
Em. Slit (nm)                     5															
Scan rate (nm/min)                600.00															
Data interval (nm)                1.0000															
Averaging Time (s)                0.1000															
Excitation filter                 Auto															
Emission filter                   Open															
PMT voltage (V)                   480															
Corrected spectra                 OFF															
Multicell holder                  Multicell															
Multi zero                       OFF															
Method Log     :															
Method Name    : Default															
Date/Time stamp: 10/20/2004 8:22:18 PM															
Method Modifications:															
User Delta Stop Changed: 10/20/2004 8:44:16 PM	 Old: 450.00														
User Delta Increment Changed: 10/20/2004 8:44:16 PM	 Old:  10.00														
Excitation Wavelength Changed: 10/20/2004 8:44:16 PM	 Old: 350.00														
Emission Wavelength Changed: 10/20/2004 8:44:16 PM	 Old: 400.00														
Stop Wavelength Changed: 10/20/2004 8:44:16 PM	 Old: 600.00														
Overlayed Graphs Changed: 10/20/2004 8:49:53 PM	 Old:OFF														
PMT Volts Changed: 10/20/2004 8:49:53 PM	 Old:600														
Cell Changer Changed: 10/20/2004 8:49:53 PM	 Old:OFF														
Cell2 Changed: 10/20/2004 8:49:53 PM	 Old:OFF														
Monitoring device: Changed: 10/20/2004 8:49:53 PM	 Old:PCB 150														
Emission PMT (V): Changed: 10/20/2004 8:49:53 PM	 Old: 600														
Sample2 Changed: 10/20/2004 8:50:19 PM	 Old:Sample2														
PMT Volts Changed: 10/20/2004 8:51:02 PM	 Old:500														
Emission PMT (V): Changed: 10/20/2004 8:51:02 PM	 Old: 500														
PMT Volts Changed: 10/20/2004 8:52:03 PM	 Old:400														
Emission PMT (V): Changed: 10/20/2004 8:52:03 PM	 Old: 400														
PMT Volts Changed: 10/20/2004 8:52:40 PM	 Old:430														
Emission PMT (V): Changed: 10/20/2004 8:52:40 PM	 Old: 430														
PMT Volts Changed: 10/20/2004 8:53:15 PM	 Old:450														
Emission PMT (V): Changed: 10/20/2004 8:53:15 PM	 Old: 450														
PMT Volts Changed: 10/21/2004 2:59:59 AM	 Old:470														
Emission PMT (V): Changed: 10/21/2004 2:59:59 AM	 Old: 470														
Sample2 Changed: 10/21/2004 3:00:24 AM	 Old:rodamina														
PMT Volts Changed: 10/21/2004 3:00:54 AM	 Old:500														
Emission PMT (V): Changed: 10/21/2004 3:00:54 AM	 Old: 500														
Scan mode: Changed: 10/21/2004 3:02:10 AM	 Old:Emission														
User Delta Stop Changed: 10/21/2004 3:02:10 AM	 Old: 526.00														
Excitation Wavelength Changed: 10/21/2004 3:02:10 AM	 Old: 526.00														
Emission Wavelength Changed: 10/21/2004 3:02:10 AM	 Old: 535.00														
Stop Wavelength Changed: 10/21/2004 3:02:10 AM	 Old: 650.00														
Sample2 Changed: 10/21/2004 3:02:32 AM	 Old:rodamina_emissione														
Scan mode: Changed: 10/21/2004 3:05:50 AM	 Old:Excitation														
Excitation Wavelength Changed: 10/21/2004 3:05:50 AM	 Old: 400.00														
Emission Wavelength Changed: 10/21/2004 3:05:50 AM	 Old: 555.00														
Stop Wavelength Changed: 10/21/2004 3:05:50 AM	 Old: 550.00														
Sample2 Changed: 10/21/2004 3:06:18 AM	 Old:rodamina_eccitazione														
Excitation Wavelength Changed: 10/21/2004 3:07:25 AM	 Old: 450.00														
Emission Wavelength Changed: 10/21/2004 3:07:25 AM	 Old: 460.00														
Sample2 Changed: 10/21/2004 3:07:43 AM	 Old:rodamina_450nm														
End Method Modifications															
															
rodamina_510nm															
rodamina_510nm															
Collection Time: 10/21/2004 3:08:37 AM															
Operator Name  :															
Scan Software Version: 1.2(147)															
Parameter List :															
Instrument                        Cary Eclipse															
Instrument Serial Number          EL00063371															
Data mode                         Fluorescence															
Scan mode                         Emission															
X Mode                            Wavelength (nm)															
Start (nm)                        510.00															
Stop (nm)                         650.00															
Ex. Wavelength (nm)               500.00															
Ex. Slit (nm)                     5															
Em. Slit (nm)                     5															
Scan rate (nm/min)                600.00															
Data interval (nm)                1.0000															
Averaging Time (s)                0.1000															
Excitation filter                 Auto															
Emission filter                   Open															
PMT voltage (V)                   480															
Corrected spectra                 OFF															
Multicell holder                  Multicell															
Multi zero                       OFF															
Method Log     :															
Method Name    : Default															
Date/Time stamp: 10/20/2004 8:22:18 PM															
Method Modifications:															
User Delta Stop Changed: 10/20/2004 8:44:16 PM	 Old: 450.00														
User Delta Increment Changed: 10/20/2004 8:44:16 PM	 Old:  10.00														
Excitation Wavelength Changed: 10/20/2004 8:44:16 PM	 Old: 350.00														
Emission Wavelength Changed: 10/20/2004 8:44:16 PM	 Old: 400.00														
Stop Wavelength Changed: 10/20/2004 8:44:16 PM	 Old: 600.00														
Overlayed Graphs Changed: 10/20/2004 8:49:53 PM	 Old:OFF														
PMT Volts Changed: 10/20/2004 8:49:53 PM	 Old:600														
Cell Changer Changed: 10/20/2004 8:49:53 PM	 Old:OFF														
Cell2 Changed: 10/20/2004 8:49:53 PM	 Old:OFF														
Monitoring device: Changed: 10/20/2004 8:49:53 PM	 Old:PCB 150														
Emission PMT (V): Changed: 10/20/2004 8:49:53 PM	 Old: 600														
Sample2 Changed: 10/20/2004 8:50:19 PM	 Old:Sample2														
PMT Volts Changed: 10/20/2004 8:51:02 PM	 Old:500														
Emission PMT (V): Changed: 10/20/2004 8:51:02 PM	 Old: 500														
PMT Volts Changed: 10/20/2004 8:52:03 PM	 Old:400														
Emission PMT (V): Changed: 10/20/2004 8:52:03 PM	 Old: 400														
PMT Volts Changed: 10/20/2004 8:52:40 PM	 Old:430														
Emission PMT (V): Changed: 10/20/2004 8:52:40 PM	 Old: 430														
PMT Volts Changed: 10/20/2004 8:53:15 PM	 Old:450														
Emission PMT (V): Changed: 10/20/2004 8:53:15 PM	 Old: 450														
PMT Volts Changed: 10/21/2004 2:59:59 AM	 Old:470														
Emission PMT (V): Changed: 10/21/2004 2:59:59 AM	 Old: 470														
Sample2 Changed: 10/21/2004 3:00:24 AM	 Old:rodamina														
PMT Volts Changed: 10/21/2004 3:00:54 AM	 Old:500														
Emission PMT (V): Changed: 10/21/2004 3:00:54 AM	 Old: 500														
Scan mode: Changed: 10/21/2004 3:02:10 AM	 Old:Emission														
User Delta Stop Changed: 10/21/2004 3:02:10 AM	 Old: 526.00														
Excitation Wavelength Changed: 10/21/2004 3:02:10 AM	 Old: 526.00														
Emission Wavelength Changed: 10/21/2004 3:02:10 AM	 Old: 535.00														
Stop Wavelength Changed: 10/21/2004 3:02:10 AM	 Old: 650.00														
Sample2 Changed: 10/21/2004 3:02:32 AM	 Old:rodamina_emissione														
Scan mode: Changed: 10/21/2004 3:05:50 AM	 Old:Excitation														
Excitation Wavelength Changed: 10/21/2004 3:05:50 AM	 Old: 400.00														
Emission Wavelength Changed: 10/21/2004 3:05:50 AM	 Old: 555.00														
Stop Wavelength Changed: 10/21/2004 3:05:50 AM	 Old: 550.00														
Sample2 Changed: 10/21/2004 3:06:18 AM	 Old:rodamina_eccitazione														
Excitation Wavelength Changed: 10/21/2004 3:07:25 AM	 Old: 450.00														
Emission Wavelength Changed: 10/21/2004 3:07:25 AM	 Old: 460.00														
Sample2 Changed: 10/21/2004 3:07:43 AM	 Old:rodamina_450nm														
Excitation Wavelength Changed: 10/21/2004 3:08:17 AM	 Old: 480.00														
Emission Wavelength Changed: 10/21/2004 3:08:17 AM	 Old: 490.00														
Sample2 Changed: 10/21/2004 3:08:37 AM	 Old:rodamina_480nm														
End Method Modifications															
															
rodamina_530nm															
rodamina_530nm															
Collection Time: 10/21/2004 3:10:40 AM															
Operator Name  :															
Scan Software Version: 1.2(147)															
Parameter List :															
Instrument                        Cary Eclipse															
Instrument Serial Number          EL00063371															
Data mode                         Fluorescence															
Scan mode                         Emission															
X Mode                            Wavelength (nm)															
Start (nm)                        540.00															
Stop (nm)                         650.00															
Ex. Wavelength (nm)               530.00															
Ex. Slit (nm)                     5															
Em. Slit (nm)                     5															
Scan rate (nm/min)                600.00															
Data interval (nm)                1.0000															
Averaging Time (s)                0.1000															
Excitation filter                 Auto															
Emission filter                   Open															
PMT voltage (V)                   480															
Corrected spectra                 OFF															
Multicell holder                  Multicell															
Multi zero                       OFF															
Method Log     :															
Method Name    : Default															
Date/Time stamp: 10/20/2004 8:22:18 PM															
Method Modifications:															
User Delta Stop Changed: 10/20/2004 8:44:16 PM	 Old: 450.00														
User Delta Increment Changed: 10/20/2004 8:44:16 PM	 Old:  10.00														
Excitation Wavelength Changed: 10/20/2004 8:44:16 PM	 Old: 350.00														
